randomInt;age;gender;district;modeOfTransportation;distance;G03Q13amountOfPeople;income;frequency;days[1];days[2];days[3];days[4];days[5];days[6];days[7];time[1];time[2];time[3];time[4];time[5];moneySpent;orderingItems;deliveringItems;willingPayDelivery;findProducts;usingDiscounts;preferCash;preferCashless;isRelaxing;satisGeneralStore;satisMusic;satisQualityProducts;satisGeneralAssortment;satisVeganProducts;satisOrganicProducts;satisGlutenfreeProducts;satisAnimalProducts;ideasExtendedBusiness;ideasHelpCarry;ideasCustomerCouncil;ideasFreeWifi;ideasTouchDisplay;ideasSelfCheckout;ideasBikeParking;ideasUndergroundParking
4;65-70;Male;Springtown;Walking;Less than few hundred meters;1;120000;Twice;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;Between 50 and 75;… ordering online.;… get them directly delivered to my address.;10-15 USD;Rather disagree;Strongly agree;Strongly disagree;Strongly agree;Strongly disagree;4;1;8;3;2;3;;;1;1;1;10;10;10;10;1
3;25-30;Female;Springtown;Public transportation;500 meters to 1km;1;800;Once;No;No;No;No;Yes;Yes;No;No;No;No;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Neutral / Undecided;Strongly agree;Neutral / Undecided;7;4;7;6;6;5;3;5;10;6;5;5;6;10;7;10
4;45-50;Male;Metrapalis;Bicycle;500 meters to 1km;2;65000;Three times;Yes;No;No;Yes;No;Yes;No;No;No;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;;;Strongly disagree;Rather disagree;Neutral / Undecided;Strongly disagree;;7;;6;2;;5;4;5;5;7;3;3;2;4;;2
2;35-40;Male;Godham;Own Car;1-2km;4;170000;Twice;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;Yes;100 to 125 USD;…selecting them myself in the store.;… get them directly delivered to my address.;Less than 10 USD;Strongly agree;Neutral / Undecided;Strongly disagree;Strongly agree;Rather agree;7;7;7;7;4;5;;;10;1;1;8;4;10;10;8
1;30-35;Female;Duckborg;Bicycle;500 meters to 1km;4;50000;Three times;No;Yes;No;No;Yes;Yes;No;Yes;Yes;No;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly disagree;Strongly disagree;Strongly agree;Neutral / Undecided;7;3;7;6;;7;;5;1;1;1;1;1;1;10;1
2;20-25;Male;Metrapalis;Walking;500 meters to 1km;5 or more;50000;Three times;Yes;No;Yes;No;Yes;No;No;Yes;No;Yes;No;No;More than 125 USD;… ordering online.;… get them directly delivered to my address.;10-15 USD;Strongly agree;Neutral / Undecided;Neutral / Undecided;Strongly agree;Rather agree;8;9;9;9;9;9;9;9;10;7;8;9;9;9;10;10
3;20-25;Male;Duckborg;Bicycle;3-5km;1;1000;Twice;No;Yes;No;No;No;Yes;No;No;Yes;No;No;Yes;Between 25 and 50 USD;… ordering online.;… get them delivered to the store for me to pick-up.;I would not pay for that;Neutral / Undecided;Strongly agree;Strongly disagree;Strongly agree;Rather disagree;5;3;8;9;7;8;8;8;9;5;1;8;10;10;10;3
3;30-35;Male;;Walking;500 meters to 1km;2;125000;Three times;Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Rather agree;Rather disagree;Rather disagree;Rather agree;Strongly agree;8;;8;8;8;8;;8;10;1;1;1;1;8;8;2
3;50-55;Male;Metrapalis;Walking;1-2km;2;2500;Once;No;No;No;No;No;Yes;No;No;No;No;Yes;No;100 to 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;More than 20 USD;Strongly agree;Rather agree;Neutral / Undecided;Rather agree;Strongly agree;9;8;9;9;9;8;8;9;;;;;;;;
4;40-45;Male;Duckborg;Own Car;1-2km;3;8000;Twice;No;No;No;No;No;Yes;No;No;Yes;No;No;No;100 to 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Strongly agree;Rather disagree;Rather disagree;7;5;7;6;;;;8;9;8;5;1;3;10;;1
1;45-50;Prefer not to say;Springtown;Own Car;5-7km;1;36000;Three times;No;No;No;No;No;Yes;No;No;Yes;No;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Rather agree;Neutral / Undecided;Strongly disagree;Strongly agree;Neutral / Undecided;6;7;7;6;8;7;5;5;5;5;7;4;2;2;5;8
4;35-40;Male;Duckborg;Own Car;>7km;2;30000;Once;No;No;No;No;No;No;Yes;No;No;No;Yes;No;100 to 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather disagree;Strongly disagree;Strongly agree;Strongly agree;10;10;8;6;9;;;10;10;1;5;10;10;9;9;9
3;30-35;Male;;;;4;;Once;No;No;No;No;Yes;No;No;No;Yes;No;No;No;Between 25 and 50 USD;… ordering online.;… get them directly delivered to my address.;I would not pay for that;Rather agree;Rather agree;Rather disagree;Strongly agree;Strongly disagree;;;;;;;;;;;;;;;;
3;40-45;Male;Metrapalis;Walking;1-2km;3;36000;Three times;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Rather disagree;Rather agree;Strongly disagree;6;;7;7;;7;;7;1;1;1;1;1;6;10;1
3;25-30;Male;Duckborg;Bicycle;Less than few hundred meters;2;4000;Three times;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather disagree;Rather agree;Rather agree;Neutral / Undecided;Rather disagree;5;;5;8;3;3;5;8;6;7;4;7;7;7;4;5
4;45-50;Male;Godham;Public transportation;500 meters to 1km;5 or more;150;Once;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Rather agree;Strongly disagree;Rather agree;Rather agree;Rather agree;10;10;10;10;9;9;9;10;10;10;7;7;9;9;8;7
4;55-60;Male;Springtown;Bicycle;1-2km;3;100000;Twice;No;No;No;Yes;No;Yes;No;No;Yes;No;Yes;No;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;;;;;;;;;;;;;;;;;;;;;
3;40-45;Prefer not to say;Godham;Public transportation;1-2km;4;3000;Twice;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Neutral / Undecided;Strongly disagree;Neutral / Undecided;Neutral / Undecided;Rather agree;7;1;6;5;3;8;1;10;10;1;4;9;2;8;10;1
2;30-35;Prefer not to say;Duckborg;Bicycle;1-2km;3;100000;Twice;No;Yes;No;No;No;Yes;No;No;No;No;Yes;No;More than 125 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Neutral / Undecided;Strongly agree;Strongly disagree;Strongly agree;Strongly disagree;10;5;7;7;7;8;5;6;10;1;1;10;5;8;10;5
3;25-30;Female;Springtown;Walking;Less than few hundred meters;2;2130;Four times;Yes;Yes;No;Yes;No;Yes;No;No;Yes;No;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Rather agree;8;8;8;5;7;7;;4;9;3;6;8;9;10;10;2
2;30-35;Diverse;Metrapalis;Own Car;3-5km;4;5.5;Once;No;No;Yes;Yes;No;No;No;No;No;Yes;Yes;No;Between 75 and 100 USD;… ordering online.;… get them directly delivered to my address.;10-15 USD;Rather agree;Strongly agree;Neutral / Undecided;Rather agree;Strongly disagree;9;8;8;8;8;7;5;8;4;4;4;8;5;8;6;2
4;25-30;Male;Springtown;Walking;500 meters to 1km;5 or more;1000;Twice;Yes;No;No;Yes;No;No;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;;;Neutral / Undecided;Strongly disagree;Strongly agree;Rather disagree;Rather disagree;8;1;7;7;5;8;3;2;6;2;1;7;5;7;7;6
3;20-25;Male;Springtown;Bicycle;1-2km;2;1500;Once;No;No;Yes;No;No;No;No;Yes;No;No;No;No;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Strongly agree;Rather disagree;Neutral / Undecided;Neutral / Undecided;;9;8;10;10;10;10;;;8;8;8;;;;;
4;40-45;Male;Springtown;Bicycle;1-2km;3;75000;Twice;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly agree;Neutral / Undecided;Strongly agree;Rather agree;8;8;8;9;10;10;;7;10;1;5;1;1;10;10;1
3;20-25;Male;Springtown;Bicycle;Less than few hundred meters;1;1000;Three times;Yes;No;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Neutral / Undecided;6;3;7;7;4;5;;3;10;2;1;10;1;10;10;2
1;35-40;Female;Godham;Bicycle;1-2km;2;60000;Once;Yes;No;No;No;Yes;No;No;Yes;No;No;No;No;Between 50 and 75;…selecting them myself in the store.;… get them directly delivered to my address.;;Rather disagree;Strongly agree;Neutral / Undecided;Neutral / Undecided;Strongly disagree;6;3;6;5;4;6;2;6;9;10;3;8;1;9;10;5
2;45-50;Male;Metrapalis;Own Car;3-5km;2;100000;Once;No;No;No;No;No;No;Yes;No;No;No;No;Yes;Between 75 and 100 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Rather agree;Rather disagree;Neutral / Undecided;Rather agree;Strongly disagree;7;2;7;7;8;8;8;8;7;1;1;3;4;8;6;7
1;40-45;Male;Godham;Walking;500 meters to 1km;3;15000;Twice;No;No;Yes;No;No;Yes;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Rather disagree;Rather agree;Rather agree;9;3;8;8;6;4;;8;3;3;1;5;5;9;5;3
2;35-40;Male;Piltunder;Bicycle;500 meters to 1km;3;65000;Three times;Yes;No;No;No;Yes;Yes;No;No;No;No;Yes;Yes;More than 125 USD;…selecting them myself in the store.;… get them directly delivered to my address.;Less than 10 USD;Rather disagree;Strongly disagree;Strongly disagree;Strongly agree;Rather disagree;9;4;8;8;6;7;4;9;10;8;3;5;2;6;10;9
4;50-55;Male;Godham;Own Car;Less than few hundred meters;2;101000;;No;No;No;No;No;No;No;No;No;No;No;No;;;;;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;5;5;5;5;5;5;5;5;;;;;;;;
2;25-30;Male;Springtown;Public transportation;5-7km;3;50000;Twice;No;No;No;Yes;No;No;Yes;Yes;No;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Neutral / Undecided;8;10;10;3;1;2;3;10;5;10;5;9;2;10;7;9
4;30-35;Male;Duckborg;Bicycle;Less than few hundred meters;1;3550;Three times;No;Yes;Yes;No;No;Yes;No;No;No;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;10-15 USD;Strongly disagree;Rather disagree;Rather disagree;Rather disagree;Rather disagree;9;9;8;7;8;8;8;8;8;7;8;7;8;7;9;7
2;50-55;Male;Piltunder;Walking;Less than few hundred meters;1;10000;Three times;Yes;No;Yes;No;No;Yes;No;No;No;Yes;Yes;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;7;7;7;6;;4;;1;10;1;8;10;10;1;10;10
2;45-50;Female;Metrapalis;Own Car;3-5km;4;4500;Twice;No;Yes;No;No;No;Yes;No;Yes;No;No;Yes;No;100 to 125 USD;…selecting them myself in the store.;… get them directly delivered to my address.;Less than 10 USD;Rather agree;Strongly agree;Rather agree;Rather disagree;Strongly disagree;8;3;8;8;7;7;5;9;8;3;1;5;4;4;8;8
1;35-40;Male;Springtown;Walking;500 meters to 1km;2;60000;Once;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Between 50 and 75;;…get them myself in and from the store.;;;;;;;;;;;;;;;;;;;;;;
1;25-30;Female;Metrapalis;Walking;Less than few hundred meters;1;2500;Four times;No;Yes;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly disagree;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Rather disagree;9;8;8;8;6;6;9;;5;1;2;7;4;9;7;1
2;35-40;Female;Springtown;Public transportation;3-5km;1;24000;More than four times;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Rather agree;Neutral / Undecided;Rather disagree;Strongly agree;Strongly agree;8;5;8;7;6;9;8;10;2;3;1;9;9;1;10;1
3;30-35;Female;Godham;Walking;1-2km;1;0;;No;No;No;No;No;No;No;No;No;No;No;No;;;;;Strongly disagree;;;Strongly agree;;10;9;;;8;;;;6;6;6;6;6;6;6;6
4;50-55;Prefer not to say;Metrapalis;Own Car;3-5km;3;9000;Twice;No;No;Yes;No;No;Yes;No;No;No;No;Yes;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Rather disagree;7;8;7;8;;7;;6;10;10;1;10;10;10;7;1
3;20-25;Male;Godham;Walking;500 meters to 1km;2;900;Once;No;No;No;No;No;No;Yes;No;No;No;No;Yes;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Neutral / Undecided;Strongly disagree;Strongly agree;Neutral / Undecided;8;5;;9;9;9;9;8;7;8;8;9;9;9;9;9
1;40-45;Male;Godham;Own Car;5-7km;5 or more;200000;;No;No;No;No;No;No;No;No;No;No;No;No;;;;;Neutral / Undecided;;Rather disagree;Rather agree;Strongly disagree;8;2;8;9;3;2;4;9;;;;;;;;
4;40-45;Male;Godham;Own Car;3-5km;2;50000;Twice;No;No;No;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Strongly agree;Rather agree;Rather disagree;Strongly agree;Strongly disagree;10;3;10;8;;10;;10;10;1;1;1;1;5;5;5
2;35-40;Female;Metrapalis;Own Car;1-2km;4;6000;Once;No;No;No;No;Yes;No;No;No;No;No;Yes;Yes;More than 125 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Rather agree;Strongly disagree;Strongly disagree;Strongly agree;Strongly disagree;7;;6;3;;6;;7;1;1;1;1;1;10;10;10
4;25-30;Male;Metrapalis;Bicycle;1-2km;1;3000;Once;No;No;No;No;No;No;Yes;No;No;No;Yes;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly agree;Rather disagree;Strongly agree;Strongly agree;9;9;9;9;10;10;10;6;8;8;8;8;7;7;10;10
3;25-30;Male;Duckborg;Bicycle;3-5km;1;3000;Twice;Yes;No;No;No;No;No;No;Yes;No;No;No;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Strongly agree;Rather agree;Strongly disagree;Strongly agree;Rather agree;9;5;8;10;;;;;6;1;1;10;9;9;10;1
3;25-30;Female;Godham;Walking;Less than few hundred meters;1;1000;Twice;Yes;No;No;No;Yes;No;No;No;No;Yes;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Rather agree;Strongly disagree;Strongly agree;Neutral / Undecided;10;8;9;10;10;10;10;;6;1;1;2;1;9;6;1
2;35-40;Male;Duckborg;Public transportation;3-5km;2;10000;Three times;Yes;No;Yes;No;Yes;No;No;No;No;Yes;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Neutral / Undecided;Strongly agree;Strongly disagree;Neutral / Undecided;8;6;7;7;;8;;8;6;4;5;5;6;4;5;5
1;25-30;Female;Springtown;Walking;500 meters to 1km;1;55000;Twice;No;No;Yes;No;No;Yes;No;No;No;No;Yes;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Strongly agree;Rather agree;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;8;6;8;8;8;7;;7;8;1;1;8;5;7;7;1
2;35-40;Male;Metrapalis;Bicycle;3-5km;1;200000;Once;Yes;No;No;No;Yes;No;No;Yes;No;No;No;Yes;Between 75 and 100 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly disagree;Strongly agree;Strongly disagree;Rather disagree;7;5;6;9;7;6;;9;5;1;5;10;1;1;10;1
2;20-25;Male;Godham;Walking;500 meters to 1km;2;350;Once;No;No;No;No;No;Yes;Yes;No;No;No;Yes;Yes;Less than 25 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Rather agree;Rather agree;Neutral / Undecided;Rather agree;Neutral / Undecided;8;4;8;8;8;8;8;8;8;8;9;7;7;;;8
1;45-50;Male;Piltunder;Walking;Less than few hundred meters;5 or more;40000;Twice;No;No;Yes;No;No;No;Yes;Yes;No;No;No;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Rather agree;Rather agree;Strongly disagree;Rather agree;Rather agree;8;;8;7;8;8;8;8;9;5;5;1;1;8;6;9
3;35-40;Male;Springtown;Bicycle;Less than few hundred meters;2;35000;Twice;No;No;No;Yes;No;No;Yes;No;No;No;No;Yes;Between 25 and 50 USD;… ordering online.;… get them directly delivered to my address.;I would not pay for that;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;8;7;8;8;7;9;9;8;10;6;7;9;9;10;10;8
1;55-60;Male;Duckborg;Walking;Less than few hundred meters;2;5675;Three times;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly disagree;Strongly disagree;Strongly agree;Neutral / Undecided;8;;8;7;6;6;9;9;10;1;6;1;1;10;8;1
1;55-60;Male;Godham;Own Car;500 meters to 1km;5 or more;120000;Twice;Yes;No;Yes;No;No;Yes;No;No;No;No;Yes;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Rather agree;Strongly disagree;Strongly agree;Neutral / Undecided;8;5;9;8;;;;9;1;1;1;10;3;9;6;9
4;70-75;Male;Duckborg;Walking;500 meters to 1km;1;3000;Four times;Yes;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;Between 25 and 50 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Strongly agree;Neutral / Undecided;Strongly disagree;Strongly agree;Neutral / Undecided;7;7;7;7;7;7;7;7;10;4;1;10;10;10;4;1
4;45-50;Male;;Own Car;;4;100000;Twice;No;No;Yes;No;No;Yes;Yes;No;No;No;Yes;Yes;100 to 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Rather agree;Rather disagree;Strongly agree;Strongly disagree;5;1;5;5;5;5;3;5;10;1;1;3;1;10;3;10
3;50-55;Female;Springtown;Bicycle;3-5km;2;100000;Three times;Yes;No;Yes;No;No;Yes;No;Yes;Yes;Yes;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Strongly agree;Rather disagree;Rather agree;Rather disagree;Rather disagree;8;;8;8;8;8;;8;2;1;1;1;1;1;10;1
4;50-55;Male;Duckborg;Walking;500 meters to 1km;1;2200;Twice;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly disagree;Strongly agree;Strongly disagree;;;;;;;;;;;;;;;;;
4;25-30;Female;Godham;Own Car;3-5km;1;767000;Once;No;No;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;No;More than 125 USD;…selecting them myself in the store.;… get them directly delivered to my address.;10-15 USD;Rather agree;Rather agree;Strongly disagree;Strongly agree;Strongly agree;9;8;9;8;8;8;8;8;10;10;4;10;10;8;9;9
4;50-55;Male;Springtown;Own Car;3-5km;5 or more;500;Once;No;No;No;No;No;Yes;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Rather agree;10;1;9;9;10;10;10;10;10;5;5;10;10;10;10;10
3;;;;;;;;;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;
2;25-30;Male;Godham;Own Car;1-2km;5 or more;20000;Once;No;No;No;No;No;No;Yes;Yes;No;No;No;No;Between 75 and 100 USD;… ordering online.;… get them directly delivered to my address.;10-15 USD;Rather agree;Strongly agree;Rather disagree;Strongly agree;Strongly disagree;5;4;8;7;3;5;5;6;7;10;5;5;5;6;6;6
4;65-70;Female;Springtown;Bicycle;1-2km;2;172210;Twice;No;Yes;No;No;Yes;No;No;Yes;No;No;No;Yes;Between 50 and 75;… ordering online.;… get them directly delivered to my address.;10-15 USD;Rather agree;Rather agree;Strongly disagree;Strongly agree;Strongly disagree;8;5;9;8;;7;;6;6;7;7;9;8;9;9;1
4;20-25;Male;Springtown;Bicycle;1-2km;3;23333;Twice;No;No;Yes;Yes;No;No;No;Yes;Yes;No;No;No;Less than 25 USD;… ordering online.;… get them delivered to the store for me to pick-up.;Less than 10 USD;Rather disagree;Neutral / Undecided;Rather agree;Rather agree;Neutral / Undecided;4;5;6;7;8;7;7;7;6;6;6;5;6;7;8;7
2;55-60;Male;Piltunder;Walking;500 meters to 1km;2;123;Twice;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;10-15 USD;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;7;6;;8;6;10;8;10;6;5;;7;5;7;5;6
3;25-30;Female;Springtown;Bicycle;1-2km;1;32;Twice;No;Yes;No;No;Yes;No;No;No;No;No;Yes;Yes;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Neutral / Undecided;9;8;8;8;7;7;7;9;6;1;2;4;2;9;10;2
2;35-40;Female;Godham;Own Car;3-5km;4;140000;Twice;Yes;No;No;Yes;No;No;No;No;No;No;Yes;No;More than 125 USD;… ordering online.;… get them directly delivered to my address.;10-15 USD;Rather agree;Rather agree;Strongly disagree;Strongly agree;Strongly disagree;7;6;7;8;5;6;7;8;10;1;1;4;3;10;3;10
1;30-35;Prefer not to say;Metrapalis;Bicycle;500 meters to 1km;1;8000;Three times;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Neutral / Undecided;Rather disagree;Strongly agree;Rather agree;9;5;8;8;5;6;9;9;8;;7;8;7;7;7;7
2;50-55;Male;Springtown;Own Car;3-5km;5 or more;2000;Twice;No;No;Yes;No;No;Yes;No;No;No;Yes;No;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;Rather agree;Rather disagree;Rather agree;Neutral / Undecided;9;7;9;9;8;7;6;9;8;5;7;5;5;10;7;9
3;50-55;Male;Springtown;Bicycle;500 meters to 1km;2;20;Once;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;Less than 25 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;5;5;5;4;6;5;6;5;4;6;5;4;6;5;6;6
2;35-40;Male;Springtown;Bicycle;3-5km;2;5000;Once;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather disagree;Strongly disagree;Strongly agree;Rather disagree;Rather agree;8;8;4;3;9;3;;10;10;1;10;10;4;10;10;1
2;40-45;Male;Springtown;Own Car;5-7km;4;275000;Once;No;No;No;No;No;Yes;No;No;No;Yes;Yes;Yes;More than 125 USD;… ordering online.;… get them directly delivered to my address.;More than 20 USD;Rather agree;Strongly agree;Neutral / Undecided;Neutral / Undecided;Neutral / Undecided;7;6;7;7;6;7;7;6;8;9;5;8;9;9;8;9
2;45-50;Male;Metrapalis;Own Car;3-5km;3;400000;Twice;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;Between 75 and 100 USD;…selecting them myself in the store.;… get them directly delivered to my address.;;;;;;;;;;;;;;;;;;;;;;
2;35-40;Male;Godham;Walking;500 meters to 1km;5 or more;1000;Once;No;No;No;No;No;No;Yes;Yes;No;No;No;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Strongly agree;;Strongly agree;;Strongly disagree;7;;7;7;7;7;7;7;1;1;1;1;4;4;2;4
3;35-40;Female;Piltunder;Bicycle;1-2km;2;80000;Once;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;;;;;;;;;;;;;;;;;;;;;;
1;35-40;Female;Springtown;Own Car;1-2km;4;120000;Once;No;No;No;No;No;Yes;Yes;No;No;No;Yes;No;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;;Rather agree;Strongly agree;Neutral / Undecided;Neutral / Undecided;Rather agree;5;5;5;5;5;5;5;5;8;7;5;7;4;8;6;9
3;35-40;Male;Springtown;Own Car;3-5km;4;120000;More than four times;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;;… ordering online.;… get them directly delivered to my address.;I would not pay for that;Strongly disagree;Rather disagree;Neutral / Undecided;Rather agree;Strongly agree;;10;9;8;7;6;5;4;6;5;6;7;6;5;6;7
4;65-70;Male;Metrapalis;Own Car;5-7km;2;6000;Twice;Yes;No;No;Yes;No;No;No;Yes;No;No;Yes;No;Between 75 and 100 USD;… ordering online.;… get them directly delivered to my address.;Less than 10 USD;Rather agree;Strongly agree;Strongly disagree;Strongly agree;Rather disagree;7;5;9;8;3;6;9;7;4;8;2;10;7;10;6;8
3;25-30;Male;Duckborg;Walking;500 meters to 1km;1;65000;Once;Yes;No;No;No;No;Yes;No;No;No;No;No;Yes;Between 25 and 50 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Rather agree;Rather disagree;Neutral / Undecided;Neutral / Undecided;Strongly disagree;8;6;7;7;;8;;8;7;2;3;1;1;5;5;3
4;25-30;Prefer not to say;;;;;;;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;
3;50-55;Male;Duckborg;Own Car;3-5km;4;300000;Once;No;No;No;No;No;Yes;No;No;No;No;No;Yes;More than 125 USD;…selecting them myself in the store.;…get them myself in and from the store.;Less than 10 USD;Strongly agree;Neutral / Undecided;Strongly disagree;Strongly agree;Rather disagree;8;5;8;8;9;9;8;9;10;3;4;3;4;9;8;9
1;20-25;Female;Metrapalis;Walking;500 meters to 1km;1;600000;Twice;No;Yes;No;No;Yes;No;No;No;No;No;Yes;No;Between 50 and 75;…selecting them myself in the store.;…get them myself in and from the store.;I would not pay for that;Strongly agree;Neutral / Undecided;Rather disagree;Rather agree;Rather disagree;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
